Name,Tag,Area,Address,Category,Price,Timings
Primos Mexican Grill,CASUAL DINING,White Rock,"15069 Marine Drive, White Rock,, Metro Vancouver 1C5 V4B",Mexican,10101010,YES
Sandwich Tray,CAF�,Coquitlam,"62 Fawcett Road, Coquitlam V3K 6V5","Cafe, Canadian, Sandwich",10101010,YES
SKK Italy,QUICK BITES,"Waterfront Station, Downtown","Waterfront Station, 16-601 West Cordova Street, Vancouver",Mediterranean,101010,NO
Egg & Co.,CASUAL DINING,Riley Park & Little Mountain,"4245 Fraser St, Vancouver, BC V5V 4G1, Riley Park & Little Mountain, Vancouver, Vancouver",American,10101010,NO
Meet2Eat,FOOD TRUCK,Downtown,"Location Varies, Vancouver",Mediterranean,101010,NO
Manpuku,QUICK BITES,Downtown,"288 E Pender St, Vancouver, Vancouver",Japanese,101010,YES
Meet at Yaletown,CAF�,Yaletown,"1165 Mainland St, Vancouver, Vancouver",Cafe,10101010,YES
Tofun Pot,CAF�,Newton,"3189 King George Boulevard, Unit 14, Surrey, BC V4P 1B8, Surrey","Chinese, Bubble Tea",1010,YES
Sushi 199 To Go,,"The Village, Walnut Grove","The Village, 20159 88 Avenue, Langley V1M 0A4",Japanese,1010,YES
Bon Ami,CAF�,Lynnmour & Maplewood,"173 Forester Street, North Vancouver",Cafe,1010,NO
This Little Piggy,FOOD TRUCK,Port Coquitlam,"Location Varies, Metro Vancouver",Portuguese,10101010,NO
Davood's Bistro,CAF�,Central Richmond,"120 - 12420, 1 Road, Richmond, Richmond",Cafe,101010,NO
Nickel's Bakery and Krakus Deli,QUICK BITES,"Asian Centre, Whalley","Asian Centre, 10675 King George Boulevard, Surrey V3T2C5",Deli,10101010,NO
Wonderful Milk Tea,FOOD COURT,"Empire Centre, Richmond","Empire Centre, Food Court, 1370-4540 Number 3 Road, Richmond","Fast Food, Hong Kong Style, Chinese",10101010,YES
Triple O's,FOOD TRUCK,Mount Pleasant,"Location Varies, Vancouver","Burger, American",1010,NO
Joon's Kitchen,FAST CASUAL,Mount Pleasant,"3093 Oak St, Mount Pleasant, Vancouver",Korean,10,NO
Wing's Cafe,QUICK BITES,Gastown,"325 Carrall Street, Vancouver V6A0A7",Diner,101010,YES
Lombardo's 2go,QUICK BITES,"Il Mercato, Grandview","Il Mercato, 120-1641 Commercial Drive, Vancouver","Pizza, Italian, Fast Food",10101010,NO
Jack's Taphouse & Grill,CASUAL DINING,Gastown,"52 Alexander Street, Vancouver, Vancouver V6A 1B4","Grill, Canadian",1010,YES
Fortune Sound Club,CLUB,Chinatown,"147 East Pender Street, Vancouver V6A 1T5",Drinks Only,101010,NO
Rolling Cashew,FOOD TRUCK,Chinatown,"401 Industrial Avenue, Vancouver, BC V6A 2P8, Vancouver",Fast Food,10101010,YES
BAMBU Dessert,DESSERT PARLOR,Downtown,"1090 Kingsway, Vancouver, BC V5V 3C6, Vancouver","Desserts, Vietnamese",101010,NO
Exposure Social house,BEVERAGE SHOP,Central Richmond,"4600 No. 3 Road, Unit 131, Richmond, Richmond",Bubble Tea,1010,YES
Amaranthus,QUICK BITES,New Westminster,"810 Quayside Dr, New Westminster, BC V3M 6C1, Metro Vancouver",Vegetarian,10,NO
Foamers Folly,MICROBREWERY,Pitt Meadows,"19221�122A Avenue, Pitt Meadows, Metro Vancouver",Bar Food,10101010,YES
I Like Coffee,FOOD COURT,"Crystal Mall, Central Burnaby","Crystal Mall, Food Court, 2303-4500 Kingsway, Burnaby V5H2B1","Bubble Tea, Beverages",101010,YES
Thu Mai Coffee & Sandwiches,QUICK BITES,"Asian Centre, Whalley","Asian Centre, 10673 King George Boulevard, Surrey V3T2X6","Cafe, Asian",1010,NO
Waterfront Salad Garden,QUICK BITES,"Lonsdale Quay Market, Lower Lonsdale","Lonsdale Quay Market, First Level, 108-113 Carrie Cates Court, North Vancouver V7M2E4",Healthy Food,10101010,NO
Blaze Pizza,FAST CASUAL,Downtown,"955 Granville Street, Vancouver, British Columbia, Vancouver",Pizza,1010,NO
Rock City Burgers,QUICK BITES,White Rock,"14945 Marine Drive, White Rock, Metro Vancouver V4B 1C3","Burger, Sandwich",10101010,NO
Sweet Mandarin,CASUAL DINING,Downtown,"630 Davie Street, Vancouver",Chinese,10101010,YES
Brittania Steveston,BREWERY,Steveston,"250-12240 Second Avenue, Richmond V7E 3L8","Canadian, Japanese",10,YES
Weekend Tea,BEVERAGE SHOP,Central Burnaby,"101-5021 Kingsway, Burnaby, BC V5H 4A5, Burnaby",Bubble Tea,10,YES
Kim Anh Restaurant,QUICK BITES,Central Burnaby,"77405 Edmonds Street, Burnaby, Burnaby",Vietnamese,10,NO
Millenium Karaoke,BAR,Central Richmond,"4451 Number 3 Road, Richmond V6X 2C3",Bar Food,1010,NO
Happy House,CASUAL DINING,East Richmond,"Second Floor, 11111 Horseshoe Way, Richmond V7A 4Y1",Chinese,1010,NO
RMD Oriental Rice Noodle,FAST CASUAL,Downtown,"130-8100 Ackroyd Road, Richmond, BC V6X 3K2, Vancouver",Chinese,1010,NO
Brewhall,BREWERY,Downtown,"97 East 2nd Avenue, Vancouver, BC V5T 1B3, Vancouver","Bar Food, Fast Food",10,NO
Tian Shi Fu,CASUAL DINING,Central Richmond,"6111 No 3 Rd, Richmond, Richmond",Chinese,10101010,NO
Bao Down UBC,QUICK BITES,Downtown,"6065 University Boulevard, Vancouver, Vancouver",Asian Fusion,10101010,NO
Best Donair,CASUAL DINING,Coquitlam,"1163 Pinetree Way, Suite 1007, Coquitlam, Coquitlam V3B 8A9",Middle Eastern,10101010,NO
Blue Fugu,FOOD COURT,"International Village Mall, Chinatown","International Village Mall, Food Court, 2027 88 West Pender Street, Vancouver V6B2L1","Fast Food, Sushi, Japanese, Asian",101010,YES
Black Echo Coffee,CAF�,Yaletown,"1144 Mainland Street, Vancouver V6B2T9",Cafe,1010,NO
Chilli,CASUAL DINING,"Golden Plaza, Richmond","Golden Plaza, 128-8531 Alexandra Road, Richmond","Sichuan, Chinese, Asian",10101010,YES
Cafe8,CASUAL DINING,White Rock,"1490 Johnston Road, Metro Vancouver",Canadian,10101010,NO
School of Fish,FOOD TRUCK,UBC,"East Mall & University Boulevard, Vancouver","Fish and Chips, Seafood",101010,NO
Victoria's Mexican Bakery,BAKERY,Newton,"8056 King George Boulevard, Surrey V3W 5B5","Bakery, Desserts",101010,NO
Indian Flavour Restaurant,CASUAL DINING,Maple Ridge,"22356 Lougheed Highway, Metro Vancouver V2X 2T4",Indian,1010,NO
Kung Fu Noodle,CASUAL DINING,East Richmond,"1150-4380 No 3 Road, Metro Vancouver, Richmond V6X",Chinese,10,YES
Bubble Waffles Cafe,CAF�,North Burnaby,"Brentwood Mall, 4567 Lougheed Highway, Suite 744K, Burnaby V5C","Cafe, American",1010,NO
The Bench Bakehouse,BAKERY,Grandview,"100-1641 Commercial Drive, Grandview, Vancouver, Vancouver","Bakery, Fast Food",1010,YES
Swift Gelato & Coffee,CAF�,North Burnaby,"109-1899 Rosser Avenue, Burnaby V5C 6R5","Cafe, Ice Cream, Desserts",1010,NO
The Roadhouse,CLUB,Downtown,"670 Smithe Street, Vancouver",Bar Food,101010,YES
Abdul BBQ & Shawarma,CASUAL DINING,Downtown,"88 W Pender Street, Suite 2009, Vancouver V6B 0C9",Mediterranean,1010,YES
Fresh Donair,CASUAL DINING,City of Langley,"804-6339 200 Street, Langley, Langley V2Y 1A7",Mediterranean,10,YES
Pokeworks,CASUAL DINING,Coal Harbour,"1021 W Hastings St #150, Vancouver, BC, Vancouver",Hawaiian,1010,YES
Bovine,CASUAL DINING,Downtown,"1050 W Pender St, Vancouver, Vancouver",Japanese,1010,NO
La Baguette et Compagnie,BAKERY,Downtown,"1102 Davie Street, Vancouver, BC V6E 1X4, Vancouver","French, Bakery, Desserts",1010,NO
Kaori Izakaya,CASUAL DINING,Downtown,"3043 Main St, Vancouver, Canada, Vancouver","Sushi, Japanese",1010,NO
Kung Fu Noodle,FAST CASUAL,Victoria-Fraserview & Killarney,"5615 Harold Street, Metro Vancouver, BC, Vancouver",Chinese,10101010,NO
J's Pizza,QUICK BITES,"Scott Town Plaza, Whalley","Scott Town Plaza, 9514 120 Street, Surrey V3V4B9","Pizza, Fast Food",10101010,NO
Hot Spot Cafe,CAF�,UBC,"Inside TRIUMF Building, 4004 Wesbrook Mall, Vancouver V6S2L9",Cafe,10,YES
Turtle,CAF�,Deep Cove,"4387 Gallant Avenue, North Vancouver V7G1L2",Cafe,10,NO
Twin Leaf,FOOD COURT,"International Food Fair, Downtown","International Food Fair, Food Court, 530 Hornby Street, Vancouver V6C3B6",Healthy Food,10101010,NO
Island Food Time Truck,FOOD TRUCK,Lower Lonsdale,"Location Varies, North Vancouver",Caribbean,10101010,NO
Cafe MOA,CAF�,UBC,"6393 N.W. Marine Drive, Vancouver, Vancouver V6T 1Z2","Cafe, Coffee and Tea, Sandwich",10,NO
CupBop,QUICK BITES,Downtown,"995 Hornby Street, Vancouver V6Z 1V3",Korean,10101010,YES
Beanstalk Bistro,QUICK BITES,Granville Island,"Inside Granville Island Toy Company, 1496 Cartwright Street, Vancouver V6H4J6","Cafe, Fast Food",10,NO
Wolf's Deli,QUICK BITES,White Rock,"15214 North Bluff Road, Metro Vancouver V4B3Z6",Deli,10101010,NO
Foodies - Elements Casino,QUICK BITES,"Elements Casino, Cloverdale","Elements Casino, 17755 60th Avenue, Surrey","Bar Food, Canadian",10,YES
Starbucks,CAF�,North Burnaby,"8888 University Drive, Burnaby V5A 1S6",Cafe,10,YES
8090 Fruit Parlour,DESSERT PARLOR,Downtown,"3520 Kingsway, Vancouver, Vancouver V5R 5L7","Desserts, Beverages",10101010,YES
Assembli,FAST CASUAL,Downtown,"160-1066 W Hastings St, Vancouver, BC V6E 4M1, Vancouver","Pizza, Salad",101010,NO
Coconama Chocolate,DESSERT PARLOR,Lower Capilano,"264 East 1st Street, North Vancouver V7L 1B3",Desserts,10101010,NO
Vietnam House,CASUAL DINING,Downtown,"2122 East Hastings Street, Vancouver",Vietnamese,1010,YES
Liuyishou Hot Pot,CASUAL DINING,Gastown,"1542 Robson Street, Metro Vancouver, Vancouver V6G 1C2","Sichuan, Beverages, Chinese",101010,YES
Breakfast Courier,,Mount Pleasant,"1114 West Broadway, Vancouver V5Y 1P4",Canadian,10,NO
Freshii,CASUAL DINING,Central Burnaby,"Station Square,6200 Mckay Avenue,Unit 11, Burnaby V5H 4L8","Juices, Healthy Food",1010,NO
Chelsea Restaurant,CASUAL DINING,Downtown,"Day's Inn, 921 West Pender Street, Vancouver V6C3A8",Canadian,10101010,YES
Law Cafe,CAF�,UBC,"Allard Hall, 1822 East Mall, Vancouver V6T",Cafe,101010,NO
Langara Cafeteria,FOOD COURT,"Langara College, Oakridge","Langara College, 100 West 49th Avenue, Vancouver V5Y2Z6",Fast Food,10,NO
Big Shots Cafe,CAF�,North Burnaby,"3980 Hastings Street, Burnaby V5C 2J1",Cafe,1010,NO
Chi House Chi Pot & BBQ House,CASUAL DINING,Riley Park & Little Mountain,"4063 Main Street, Riley Park & Little Mountain, Vancouver, Vancouver",Chinese,10,YES
Acqua Restaurant + Bar,CASUAL DINING,North Burnaby,"Executive Suites Hotel & Conference Centre, 4201 Lougheed Highway, Burnaby, Burnaby V5C 3Y6","Canadian, Continental",10101010,YES
Fuku Ramen,NOODLE SHOP,Hastings-Sunrise,"114, 2800 East 1st Avenue, Vancouver, BC V5M 4N9, Vancouver","Japanese, Ramen",10,YES
Royal Crown Castle Restaurant & Bar,CASUAL DINING,New Westminster,"319 Governors Court, New Westminster, Metro Vancouver, Metro Vancouver",American,10101010,YES
Evergreen Vegetarian House,FOOD COURT,"Empire Centre, Richmond","Empire Centre, Food Court, 1155-4540 Number 3 Road, Richmond V6X","Fast Food, Chinese",1010,YES
Funky Winker Bean's Pub,BAR,Gastown,"37 West Hastings Street, Vancouver",Drinks Only,10,YES
Ortona Deli,QUICK BITES,North Burnaby,"6668 Hastings Street, Burnaby V5B 1S1","Italian, Deli",101010,YES
McCleery Clubhouse,CASUAL DINING,Kerrisdale,"McCleery Golf Course, 7188 Macdonald Street, Vancouver V6N1G2",Canadian,10,YES
Pacific Billiards and Snookers,BAR,"Plaza 104, Whalley","Plaza 104, 13774 104 Avenue, Surrey V3T1W9",Bar Food,10101010,YES
Cafe Central,CAF�,Whalley,"10350 University Drive, Surrey V3T4B8",Cafe,10101010,NO
Station House Pub & Grill,CASUAL DINING,Aldergrove,"3122 Station Road, Langley",Bar Food,101010,YES
Bombay Kitchen and Bar,CASUAL DINING,Grandview,"1018 Commercial Drive, Vancouver, BC V5L 3W9, Vancouver",Indian,1010,NO
"""Watt's for Lunch"" Cafe",CAF�,South Burnaby,"Inside BC Hydro, 6911 Southpoint Drive, Burnaby V3N4X8",Cafe,1010,YES
Nook,CASUAL DINING,Downtown,"195 W 2nd Avenue, Vancouver, BC V5Y 4A1, Vancouver",Italian,10101010,NO
Mei Le Bakery & Restaurant Inc.,CASUAL DINING,Coquitlam,"112-100 Schoolhouse St, Coquitlam, Metro Vancouver, Coquitlam",Chinese,101010,YES
Yokozna Sushi,CASUAL DINING,Port Coquitlam,"B109-1475 Prairie Avenue, Port Coquitlam, BC V3B 1T3, Metro Vancouver","Japanese, Sushi",10101010,YES
Kozak Ukrainian Eatery,QUICK BITES,New Westminster,"444 6th St, New Westminster, BC V3L 3B3, Metro Vancouver",Ukrainian,1010,YES
Persian Tea House,CAF�,Downtown,"668 Davie Street, Vancouver","Tea, Cafe, Iranian",1010,YES
Womee Japanese Food,FOOD COURT,"Parker Place, Richmond","Parker Place, Food Court, 1110-4380 Number 3 Road, Richmond V6X 4E8","Fast Food, Sushi, Japanese, Asian",10,NO
G.L.G.W.,QUICK BITES,Central Richmond,"8291 Westminster Highway, Suite 150, Richmond, BC V6Y 1A7, Richmond",Fast Food,10,YES
Pho 37,CASUAL DINING,Central Richmond,"8328 Capstan Way, Suite 1101, Central Richmond, Richmond, Richmond",Vietnamese,1010,YES
Baiyulan Shanghai Cuisine,CASUAL DINING,Central Richmond,"129-4940 Number 3 Road, Richmond, BC V6Y 1N5, Richmond",Chinese,10,YES
Creekside Grill,CASUAL DINING,Fleetwood,"7778 152 Street, Surrey V3S3M4",Bar Food,1010,YES
Candlelight Cuisine Bistro,CAF�,"Ocean Park Shopping Centre, South Surrey","Ocean Park Shopping Centre, 12863 16th Avenue, Surrey V4A1N4",Cafe,101010,YES
YM Food Ltd,QUICK BITES,Central Richmond,"Richmond Public Market, 1520-8260 Westminster Highway, Richmond V6X1A7","Hong Kong Style, Chinese, Asian",10,YES
Ignite Pizzeria,CASUAL DINING,Gastown,"508 West Cordova Street, Vancouver",Pizza,101010,NO
Skeeter's Cafe,QUICK BITES,New Westminster,"100-15 Braid Street, Metro Vancouver V3L3G1","Diner, Asian Fusion",1010,NO
Top Town Fijian Cuisine,CASUAL DINING,North Delta,"9190 120 Street, Metro Vancouver V3V","Chinese, Indian, Asian",1010,NO
Dachi,CASUAL DINING,Hastings-Sunrise,"2297 East Hastings Street, Hastings-Sunrise, Vancouver","Pacific Northwest, Seafood",10,NO
Chow Fusion Restaurant,CASUAL DINING,Central Richmond,"170-8500 Alexandra Road, Richmond, Richmond V6X 3L4",Chinese,1010,NO
Mai Mei Hong,FOOD COURT,"Parker Place, Richmond","Parker Place, 1242-4380 Number 3 Road, Richmond V6X4E8","Fast Food, Singaporean, Asian",10,NO
Sweet Tooth Creamery,DESSERT PARLOR,Pitt Meadows,"101-10931 Barnston View Road, Metro Vancouver",Desserts,1010,NO
Water80,FOOD COURT,"City Square Mall, Fairview","City Square Mall, Food Court, 555 West 12th Avenue, Vancouver","Fast Food, Dim Sum, Bubble Tea",10,YES
Gulberg Sweets & Bakery,BAKERY,"Kwantlen Square, Newton","Kwantlen Square, 115-12578 72 Avenue, Surrey","Bakery, Pakistani",10101010,YES
Lime and Moon Pie Company,BAKERY,Bowen Island,"400 Bowen Island Trunk Road, West Vancouver V0N1G2","Bakery, Desserts",10101010,NO
Time Out Cafe,CAF�,Coal Harbour,"1150 Melville Street, Vancouver V6E",Cafe,10101010,YES
Oriole Cafe,CAF�,Marpole,"1200 West 73rd Avenue, Vancouver V6P6Z1",Cafe,10,NO
Suburban Spoon Cafe,QUICK BITES,City of Langley,"20901 Langley Bypass, Inside Power Change Building, Langley V3A 4H9","Asian, Greek",10,YES
The Whytecliff Kitchen,QUICK BITES,Horseshoe Bay,"7116 Marine Drive, West Vancouver V7W 2T3","Sandwich, Burger",10,YES
Sahota Live Grill,CASUAL DINING,Newton,"7548 120 Street, Suite 2, Surrey, BC V3W 3N1, Surrey","Indian, Grill",101010,NO
Yu Noodle House,NOODLE SHOP,Fairview,"2445 Burrard Street, Vancouver, BC V6J 3J3, Vancouver","Northern Chinese, Ramen",1010,YES
Doner Spot,QUICK BITES,Downtown,"980 Granville St, Vancouver, BC V6Z 1L2, Vancouver",Kebab,10,YES
Ice Water Cafe,QUICK BITES,Coquitlam,"633 Poirier Street, Coquitlam V3J6A8","Sandwich, Burger",101010,NO
Polonia Sausage House Ltd.,QUICK BITES,Downtown,"4286 Fraser Street, Vancouver V5V 4G2","Eastern European, Polish",10,YES
Centro Bar - Grand Villa Casino,BAR,"Grand Villa Casino, Central Burnaby","Grand Villa Casino, 4331 Dominion Street, Burnaby",Bar Food,101010,NO
Home Deli Noodle,NOODLE SHOP,Downtown,"105-4800 Number 3 Road Richmond, BC V6X 3A6, Vancouver",Ramen,10,NO
Cafe 335,QUICK BITES,Downtown,"335 West Pender Street, Vancouver",Cafe,101010,YES
Mr. Osmad Souffle Cheescake,DESSERT PARLOR,Downtown,"770 Bute Street, Vancouver, BC V6E 1C2, Vancouver",Desserts,101010,YES
Milssam Tacorea,CASUAL DINING,Yaletown,"1130 Mainland St, Vancouver, Vancouver",Korean,101010,YES
Nancy's Lunchbag,QUICK BITES,Walnut Grove,"19695 96 Avenue, Langley","Diner, Chinese, Asian",101010,YES
Kubyertos,CASUAL DINING,Newton,"8140 120 Street, Surrey, Surrey V3W 3P2",Filipino,10,YES
Pizza Pizza,QUICK BITES,New Westminster,"527 Sixth Street, New Westminster, Metro Vancouver, Metro Vancouver",Fast Food,1010,NO
O Cafe,CAF�,Central Richmond,"Richmond Olympic Oval, 6111 River Road, Richmond V7C 0A2",Cafe,101010,NO
Nayeb Restaurant,QUICK BITES,Central Lonsdale,"1805 Lonsdale Avenue, North Vancouver","Kebab, Iranian",1010,NO
Active Body Express,BEVERAGE SHOP,Downtown,"201-610 Granville Street, Vancouver V6C 3T3",Juices,10101010,NO
Tractor Foods,CAF�,Downtown,"547 Robson St, Vancouver, BC V6B 1A6, Vancouver",Healthy Food,101010,YES
D6 Bar & Lounge,BAR,Downtown,"39 Smithe St, Vancouver, BC V6B 0R3, Canada, Vancouver",Bar Food,10,NO
Thai Express,CASUAL DINING,Central Burnaby,"318 - 4820 Kingsway, Burnaby V5H 4P1",Thai,10,YES
Maxfrut,DESSERT PARLOR,Lower Capilano,"127 Garden Avenue, North Vancouver V7P 3A4",Desserts,10101010,YES
Quesadillas and Chilaquiles,CASUAL DINING,City of Langley,"5572 204 Street, Langley V3Z 1Z5",Mexican,10,NO
Brain Freeze,DESSERT PARLOR,Central Richmond,"14511 Steveston Highway, Richmond V6W 1K2","Desserts, Ice Cream, Frozen Yogurt",1010,YES
Coal Harbour Cafe,CAF�,Coal Harbour,"1055 Canada Place, Vancouver V6C 3P8","Cafe, Coffee and Tea",10101010,YES
Gibson Health Bar,QUICK BITES,Port Moody,"70 Kyle Street, Metro Vancouver","Beverages, Healthy Food",1010,YES
The Dog House,FOOD TRUCK,UBC,"Location Varies, Vancouver","Canadian, Fast Food",10101010,NO
Punto Pasta,CASUAL DINING,Downtown,"1795 Robson Street, Vancouver V6G 1C9",Italian,10,NO
Dae Ji Cutlet House,CASUAL DINING,Newton,"15940 Fraser Highway, Metro Vancouver, Surrey","Korean, Asian",1010,YES
Chatime,CAF�,Kerrisdale,"6075 W Boulevard, Vancouver, Vancouver V6M 2J2","Cafe, Bubble Tea, Juices",10,NO
Wishing Treats,DESSERT PARLOR,Downtown,"49 W Hastings Street, Vancouver, Vancouver V6B 1G4",Desserts,101010,YES
Golden Thai Food,FOOD COURT,Lower Capilano,"Capilano Mall, Food Court, 935 Marine Drive, North Vancouver V7P1S3","Fast Food, Thai, Asian",10,NO
BC's Best Coffee,CAF�,Downtown,"788 Drake Street, Vancouver",Cafe,10,YES
ETC Cafe,CAF�,"BCIT, Central Burnaby","BCIT, SE1 Level 1, 3700 Willingdon Avenue, Burnaby",Cafe,101010,NO
Octopus House Canada Ltd,FAST CASUAL,Central Burnaby,"4500 Kingsway, Burnaby, BC V5H 2A9, Burnaby",Sushi,101010,YES
Kafka's,FOOD TRUCK,Mount Pleasant,"Location Varies, Vancouver",Coffee and Tea,10101010,NO
Canpol Deli,QUICK BITES,Port Coquitlam,"3026 Flint Street, Metro Vancouver V3B",Deli,1010,YES
H Anmol Sweets & Restaurant,CASUAL DINING,Newton,"108-8363 128 Street, Surrey V3W1R1","Desserts, Indian",1010,YES
Nectar's Coffee Shop,CAF�,"Arbutus Village Square, Arbutus Ridge","Arbutus Village Square, 4255 Arbutus Street, Vancouver V6J1Z1",Cafe,101010,NO
Hybar Naturally,FOOD COURT,"City Square Mall, Fairview","City Square Mall, 555 West 12th Avenue, Vancouver","Healthy Food, Juices",10,NO
Veggie Hut Pizza,CASUAL DINING,Newton,"7025 128 Street, Surrey V3W4E1","Pizza, Indian",1010,YES
Sweet Scoop,DESSERT PARLOR,Maple Ridge,"103-24155 102 Avenue, Metro Vancouver","Ice Cream, Desserts",10,NO
Poomba's Smokehouse,FOOD TRUCK,South Surrey,"Location Varies, Surrey","Southern, BBQ",1010,YES
Starbucks,CAF�,Mount Pleasant,"201 Terminal Avenue, Vancouver V6A 4G3","Cafe, Coffee and Tea",101010,NO
Ubuntu Canteen,CAF�,Riley Park & Little Mountain,"4194 Fraser St, Riley Park, Vancouver, Vancouver","Cafe, Bakery",101010,NO
Noodle Arts,NOODLE SHOP,West End,"1739 Robson Street, West End, Vancouver, Vancouver",Chinese,101010,YES
Krokodile Pear,JUICE BAR,Gastown,"Inside Frank & Oak, 316 West Cordova Street, Vancouver","Juices, Healthy Food",101010,NO
Cold Brew Bike,FOOD TRUCK,West End,"Location Varies, Vancouver",Beverages,10101010,YES
Opa!,CASUAL DINING,Tsawwassen,"5000 Canoe Pass Way, Metro Vancouver V4M 4G9",Greek,10101010,NO
M.R. Coffee,CAF�,Downtown,"1612 West 1st Ave, Vancouver, British Columbia, Metro Vancouver, Vancouver",Cafe,101010,NO
Sweet Jesus,DESSERT PARLOR,Central Burnaby,"4700 Kingsway, Burnaby, Burnaby",Ice Cream,101010,YES
The Kitchen Table,BAR,Downtown,"1618 Yew Street, Vancouver, Vancouver","Bar Food, Grill",10,YES
The Dark Manor Inn,BAR,Downtown,"4298 Fraser Street, Vancouver, BC V5V 4G2, Vancouver","Bar Food, Cantonese",10,NO
Pacific Poke,FAST CASUAL,West End,"1795 Robson St, Vancouver, Vancouver",Japanese,10,YES
Bubble Waffle,CAF�,Dunbar,"2279 West 41st Avenue, Vancouver","Taiwanese, Hong Kong Style, Chinese",10101010,YES
Crescent Town Pizza,FAST CASUAL,South Surrey,"14016 32 Avenue #203, Surrey, Surrey V4P 2J2",Pizza,1010,YES
Tree's Organic Coffee,CAF�,Kitsilano,"1598 W Broadway, Vancouver, Vancouver V6J 5K9","Cafe, Coffee and Tea",101010,NO
Garden Kaiser Coffee Shop,CAF�,City of Langley,"19897 56 Avenue, Langley V3A3X9",Cafe,10,YES
Neville's,QUICK BITES,UBC,"2125 Main Mall, Vancouver V6T1Z4",Cafe,10101010,YES
Second Beach Concession,QUICK BITES,"Stanley Park, West End","8501 Stanley Park Drive, Vancouver V6G3E2",Fast Food,10,YES
Tandoori Flare,CASUAL DINING,Newton,"7638-129A Street, Surrey","Indian, Pizza",101010,NO
Ginger Juice Bar - Shangri-La Hotel,BEVERAGE SHOP,"Shangri-La Hotel, West End","Shangri-La Hotel, 3rd Floor, 1128 West Georgia Street, Vancouver V6E3H7","Juices, Beverages, Cafe",10,NO
The Meat Shop Food Truck,FOOD TRUCK,Maple Ridge,"229th & Dewdney Trunk Road, Metro Vancouver, Metro Vancouver","BBQ, Grill, Canadian",10,NO
Kam Oak Bakery,BAKERY,"Wescana Centre, North Delta","Wescana Centre, 8693 120 Street, Metro Vancouver V4C6R4","Bakery, Chinese, Asian",10101010,NO
